0.05978098496,0.0642412677,1
0.06600874039,0.0673100288,0
0.0773155027,0.08382942094,0
0.1512280917,0.07211058726,1
0.1351203873,0.07914610049,1
0.1327864073,0.07955686597,1
0.1507623302,0.0744632052,0
0.1605143322,0.07676688488,0
0.1422394168,0.07801846245,0
0.1343287773,0.08035002761,1
0.1570205111,0.07194293068,0
0.1385505214,0.077053993,1
0.1373427419,0.08087670693,1
0.1812254594,0.06004205452,0
0.1831152807,0.06698235037,0
0.1742721052,0.06941104532,0
0.1908462977,0.06579028239,1
0.1712469713,0.0748715697,0
0.1683459462,0.07412081707,1
0.1736313761,0.07335151201,0
0.1727542872,0.07690258301,1
0.1810153938,0.07436930383,0
0.1635358535,0.07244889831,1
0.1702127975,0.07510494607,0
0.1604224765,0.07661476446,0
0.164699838,0.07536177236,0
0.1695788014,0.07563451396,1
0.1690210039,0.07177815209,0
0.1673402387,0.07284123023,1
0.1805278214,0.07086699807,0
0.1530390476,0.07403112997,1
0.1666594988,0.07596116756,1
0.1756594288,0.07165153306,1
0.1748257333,0.07153283115,0
0.1740646137,0.07312184399,0
0.1595304912,0.07527310378,0
0.1676483614,0.06721992733,1
0.1724363859,0.0715045425,1
0.1629811157,0.06595233204,1
0.1702098476,0.07202300835,1
0.1714008073,0.06842813858,1
0.1468861537,0.06816081641,1
0.1667637855,0.06448851603,1
0.1536918606,0.06649585901,1
0.1680113386,0.06887340142,0
0.1482813826,0.06811718368,0
0.1585959554,0.0662166524,0
0.1636431816,0.07003071651,1
0.1586569254,0.0675640574,0
0.1378928201,0.0724206627,1
0.1427155853,0.07416359111,0
0.1350529139,0.07209514697,1
0.1414607603,0.07286139474,1
0.1412801152,0.07440404821,0
0.1538512034,0.07219157526,0
0.1456407047,0.07700640869,0
0.1448584069,0.0765918167,0
0.1216833626,0.08685011173,1
0.1356499321,0.08641233062,0
0.1003994171,0.0728345701,0
0.125087547,0.08011669509,0
0.1434861622,0.07027548679,1
0.1431968299,0.08544738752,0
0.1455323814,0.08786404322,1
0.1620654293,0.08443229115,0
0.1429612328,0.08310689915,1
0.1411534471,0.08092218855,1
0.1673340353,0.04717772707,0
0.1678503123,0.05259358882,0
0.1850984387,0.05428944185,1
0.1677615378,0.05888337014,1
0.1710935017,0.061286735,1
0.1670830539,0.06442567316,1
0.2008301454,0.05306621659,0
0.1370956433,0.06663315309,1
0.1903245629,0.05169572378,1
0.1871394535,0.05649940653,1
0.1843548693,0.05549394107,1
0.200041812,0.05581513075,1
0.1756818678,0.05552409424,1
0.1848508968,0.06244672699,1
0.1826301353,0.04897454924,0
0.1964632623,0.05760638252,1
0.1913109154,0.05712281359,0
0.1960060205,0.05393006184,0
0.1914616823,0.05186217969,0
0.1937693472,0.05833487712,1
0.1949209248,0.05628480431,0
0.1938081888,0.05496910472,0
0.1935889974,0.05235065084,0
0.1982953559,0.05455430317,1
0.1987780459,0.05675450991,1
0.2063122354,0.05464179226,0
0.1177777029,0.07952756655,1
0.1057820275,0.08124686223,1
0.1070093638,0.08131254814,0
0.1190063032,0.08308251446,1
0.08252558788,0.08091786701,0
0.1306736384,0.08288154417,1
